date,Monitor ID,NO2 (ppb),NO2 (Plume AQI),VOC (ppb),VOC (Plume AQI),pm 1 (ug/m3),pm 1 (Plume AQI),pm 10 (ug/m3),pm 10 (Plume AQI),pm25 (ug/m3),pm 25 (Plume AQI),latitude,longitude
2022-04-23 14:00:00,13490,51,9,175,12,6,23,21,36,15,20,42.300009,-83.916591
2022-04-23 15:00:00,13960,52,8,178,13,6,21,37,40,17,28,42.442893,-84.66495
2022-04-23 16:00:00,13480,47,13,191,15,6,20,48,46,14,26,42.306103,-84.000167
2022-04-23 17:00:00,13290,59,6,185,15,9,16,35,34,17,31,42.740215,-84.098861
2022-04-23 18:00:00,13710,57,16,185,15,8,15,37,37,15,36,42.495105,-84.320249
2022-04-23 19:00:00,13950,54,14,188,12,7,12,39,34,16,20,42.520561,-83.732574
2022-04-23 20:00:00,13490,57,8,187,13,4,14,30,42,19,15,42.301866,-84.379825
2022-04-23 21:00:00,13470,52,13,180,14,9,17,40,45,15,17,42.399957,-84.33909
2022-04-23 22:00:00,13130,53,14,183,12,7,9,39,41,8,27,42.387054,-84.132889
2022-04-23 23:00:00,13670,53,21,181,14,9,6,37,36,16,20,42.240715,-84.314225
2022-04-24 00:00:00,13480,55,16,181,15,7,3,34,38,2,29,41.984891,-83.832312
2022-04-24 01:00:00,13520,57,13,189,13,9,14,42,38,20,39,42.63137,-83.681857
2022-04-24 02:00:00,13760,54,19,181,14,9,18,28,38,7,25,42.212842,-84.706522
2022-04-24 03:00:00,13070,48,8,181,14,7,13,38,36,7,29,42.332017,-83.817678
2022-04-24 04:00:00,13210,50,7,188,14,6,24,41,36,9,27,41.966318,-84.137077
2022-04-24 05:00:00,13830,55,10,186,15,10,19,27,40,12,17,41.901912,-84.625064
2022-04-24 06:00:00,13140,57,6,168,14,10,21,30,51,17,21,42.227212,-84.246351
2022-04-24 07:00:00,13270,51,4,178,13,9,31,35,44,15,39,42.665238,-83.950735
2022-04-24 08:00:00,13700,50,11,173,14,9,19,35,40,21,17,42.618879,-83.809095
2022-04-24 09:00:00,13030,52,22,182,13,6,26,35,43,14,26,41.888613,-83.851817
2022-04-24 10:00:00,13190,56,22,189,14,5,7,38,37,20,10,42.429,-84.620087
2022-04-24 11:00:00,13770,49,22,182,16,9,14,38,38,9,28,42.741769,-84.181818
2022-04-24 12:00:00,13820,53,12,173,14,8,7,42,33,4,21,42.429857,-84.498666
2022-04-24 13:00:00,13010,49,11,186,14,8,11,41,39,3,17,42.29912,-84.078967
2022-04-24 14:00:00,13620,48,12,171,15,6,11,32,42,10,34,42.526297,-83.74588
2022-04-24 15:00:00,13680,58,14,187,14,8,11,31,42,8,23,42.128039,-84.304457
2022-04-24 16:00:00,13620,52,4,172,12,2,17,41,36,20,27,42.479435,-84.661211
2022-04-24 17:00:00,13710,49,12,169,14,7,17,35,44,19,25,42.379788,-84.792257
2022-04-24 18:00:00,13480,56,5,176,12,6,17,37,45,16,18,41.940455,-84.396897
2022-04-24 19:00:00,13180,47,19,180,15,6,15,25,49,22,22,42.678372,-84.046876
2022-04-24 20:00:00,13270,55,2,187,13,5,12,26,42,9,16,42.269488,-84.331332
2022-04-24 21:00:00,13300,59,14,183,13,8,20,40,39,17,20,42.409831,-83.978646
2022-04-24 22:00:00,13050,56,18,180,11,4,30,41,35,17,29,42.425266,-84.437261
2022-04-24 23:00:00,13380,46,15,171,16,6,18,32,40,9,24,42.63354,-84.705545
2022-04-25 00:00:00,13820,51,14,171,13,5,13,37,40,6,29,42.376464,-83.986041
2022-04-25 01:00:00,13510,50,6,167,14,4,14,36,36,4,28,42.119135,-84.731759
2022-04-25 02:00:00,13140,51,7,190,13,9,5,38,38,11,20,41.998198,-84.559281
2022-04-25 03:00:00,13020,55,9,182,15,7,20,37,46,23,22,42.445681,-84.362067
2022-04-25 04:00:00,13370,51,10,184,14,1,15,51,43,17,25,42.022367,-84.159017
2022-04-25 05:00:00,13990,52,20,180,14,6,21,36,32,13,18,42.276617,-84.522114
2022-04-25 07:00:00,13160,55,7,183,13,9,15,42,35,9,9,42.372131,-84.112988
2022-04-25 08:00:00,13850,54,11,181,14,6,19,43,49,25,23,42.061006,-84.225047
2022-04-25 09:00:00,13970,52,13,186,13,6,12,39,37,5,26,42.377996,-83.936648
2022-04-25 10:00:00,13940,55,6,177,12,5,11,43,38,8,28,42.487669,-83.870278
2022-04-25 11:00:00,13290,56,9,179,14,5,20,36,42,13,21,42.746225,-83.917973
2022-04-25 12:00:00,13030,51,18,181,13,7,19,28,42,6,26,41.856538,-84.805382
2022-04-25 13:00:00,13970,49,6,182,15,7,15,18,34,19,22,42.368554,-84.072959
2022-04-25 14:00:00,13750,56,15,170,13,6,12,33,45,24,34,42.423485,-84.330463
2022-04-25 15:00:00,13770,52,14,182,13,7,17,34,44,11,29,42.026284,-84.407705
2022-04-25 16:00:00,13380,49,11,179,13,6,24,39,46,18,18,42.67313,-84.261667
2022-04-25 17:00:00,13800,58,14,182,14,7,14,38,39,8,13,42.050641,-83.977847
2022-04-25 18:00:00,13770,51,19,182,14,8,19,42,32,15,25,42.350728,-84.654854
2022-04-25 19:00:00,13070,54,1,192,15,7,24,34,36,14,38,41.817918,-83.719113
2022-04-25 20:00:00,13220,52,13,174,15,7,20,22,34,1,39,42.476026,-83.775249
2022-04-25 21:00:00,13330,53,5,172,15,4,20,36,43,8,29,42.297299,-84.237105
2022-04-25 22:00:00,13690,51,14,180,13,6,15,29,44,8,25,41.869528,-84.555213
2022-04-25 23:00:00,13460,51,13,182,13,7,13,34,39,8,31,42.406097,-84.427139
2022-04-26 00:00:00,13280,50,15,181,13,7,27,45,46,17,38,41.98228,-84.570854
2022-04-26 01:00:00,13330,50,7,171,14,4,21,34,37,13,21,42.585413,-84.027674
2022-04-26 02:00:00,13490,51,5,184,13,4,19,46,40,17,13,42.427039,-83.905115
2022-04-26 03:00:00,13270,48,11,190,14,4,25,24,48,4,29,42.591085,-84.78695
2022-04-26 04:00:00,13980,49,6,194,15,5,15,42,37,20,31,42.71833,-84.499764
2022-04-26 05:00:00,13960,53,18,184,13,5,16,38,50,11,15,41.805394,-84.299957
2022-04-26 06:00:00,13820,55,21,179,14,7,18,39,40,15,18,42.754299,-84.346162
2022-04-26 07:00:00,13190,49,2,177,13,6,12,28,45,12,15,42.411481,-84.467478
2022-04-26 08:00:00,13370,52,12,173,12,8,18,34,30,15,29,42.533509,-84.216599
2022-04-26 09:00:00,13680,53,13,181,15,6,14,39,37,20,36,42.723287,-84.658125
2022-04-26 11:00:00,13360,49,22,190,13,5,19,51,44,9,26,42.742274,-84.250021
2022-04-26 12:00:00,13010,52,12,174,14,7,21,33,40,4,39,42.049544,-83.966433
2022-04-26 13:00:00,13570,54,9,183,13,6,18,34,40,12,41,42.172578,-83.641881
2022-04-26 14:00:00,13640,55,17,178,13,7,23,32,38,6,30,42.378585,-84.576053
2022-04-26 15:00:00,13280,50,12,174,14,4,16,28,41,6,27,42.771583,-84.076662
2022-04-26 16:00:00,13230,53,4,191,13,8,14,33,37,18,28,42.352181,-84.190904
2022-04-26 17:00:00,13310,51,13,186,14,6,10,29,43,18,29,42.556866,-84.62236
2022-04-26 18:00:00,13070,50,7,183,12,3,28,47,44,7,26,42.632436,-84.712584
2022-04-26 19:00:00,13390,47,19,188,13,6,28,48,34,11,31,41.88271,-84.573468
2022-04-26 20:00:00,13170,49,12,178,13,4,12,36,42,16,25,41.886916,-83.775416
2022-04-26 21:00:00,13560,55,12,186,14,5,15,35,40,16,20,42.133799,-83.815046
2022-04-26 22:00:00,13950,51,16,176,12,8,16,45,42,10,15,42.456191,-84.105729
2022-04-26 23:00:00,13020,51,17,181,12,5,26,29,43,5,23,42.318745,-84.203232
2022-04-27 00:00:00,14000,55,2,174,12,8,7,34,38,13,29,42.186726,-84.186597
2022-04-27 01:00:00,13390,51,12,178,13,7,17,31,42,14,28,42.12709,-84.533181
2022-04-27 02:00:00,13680,49,0,181,15,6,6,37,40,3,39,42.431485,-83.793655
2022-04-27 03:00:00,13180,49,14,176,14,7,18,44,36,12,16,42.245405,-83.990832
2022-04-27 04:00:00,13310,52,29,180,12,6,23,35,42,19,30,42.369372,-84.771978
2022-04-27 05:00:00,13840,55,21,175,13,4,16,33,46,4,33,41.939673,-83.892583
2022-04-27 06:00:00,13720,54,17,186,12,8,18,39,37,15,37,42.200231,-84.393905
2022-04-27 07:00:00,13950,52,20,190,14,5,21,41,42,14,20,42.190448,-83.811158
2022-04-27 08:00:00,13940,57,31,172,14,5,6,27,44,17,20,41.978522,-83.858812
2022-04-27 09:00:00,13450,43,12,175,13,9,24,44,39,26,24,42.313534,-84.705934
2022-04-27 10:00:00,13350,54,9,170,13,8,17,42,36,17,24,42.020072,-83.904729
2022-04-27 11:00:00,13240,49,20,187,12,10,18,31,47,6,32,42.123711,-83.884275
2022-04-27 12:00:00,13240,55,11,171,12,7,15,24,47,13,40,42.412671,-83.947695
2022-04-27 13:00:00,13000,49,24,182,15,6,10,40,39,23,30,41.815417,-84.346858
2022-04-27 14:00:00,13010,53,4,170,12,7,18,32,42,11,27,42.224664,-84.198365
2022-04-27 15:00:00,13220,54,16,182,12,8,4,30,48,8,24,42.042269,-84.811755
2022-04-27 16:00:00,13620,53,25,182,15,6,22,34,36,5,22,42.748463,-83.977618
2022-04-27 17:00:00,13580,53,8,176,14,6,16,49,41,18,31,41.833691,-84.289358
2022-04-27 18:00:00,13220,52,7,174,12,9,4,28,37,5,14,42.448917,-84.229495
2022-04-27 19:00:00,13800,54,10,180,14,9,20,41,38,19,41,42.739738,-83.644551
2022-04-27 20:00:00,13680,53,11,177,14,6,23,20,40,14,31,42.472134,-84.686295
2022-04-27 21:00:00,13700,55,8,184,13,7,19,37,35,17,22,42.290779,-84.75363
2022-04-27 22:00:00,13030,46,18,178,13,5,21,42,42,15,22,42.217981,-83.877214
2022-04-27 23:00:00,13820,49,10,174,14,5,25,23,44,5,24,41.82557,-84.446511
2022-04-28 00:00:00,13360,51,7,188,13,6,9,38,35,22,33,42.404101,-84.425792
2022-04-28 01:00:00,13190,54,17,186,14,7,26,35,41,11,32,42.746536,-84.486143
2022-04-28 02:00:00,13850,57,14,180,13,6,14,19,48,8,33,42.375961,-84.637653
2022-04-28 03:00:00,13700,59,6,178,14,6,12,36,36,7,22,42.409189,-84.480844
2022-04-28 04:00:00,13700,51,18,186,13,3,17,48,40,9,28,42.790241,-84.468219
2022-04-28 05:00:00,13750,49,13,191,14,9,1,35,48,6,26,42.74691,-84.799276
2022-04-28 06:00:00,13880,49,19,193,14,7,16,31,44,19,21,42.164234,-83.770582
2022-04-28 07:00:00,13000,57,10,175,13,6,19,41,45,3,37,42.081385,-83.738702
2022-04-28 09:00:00,13050,52,9,180,13,4,3,40,47,5,27,42.494215,-84.657225
2022-04-28 10:00:00,13370,52,5,181,13,5,17,34,41,10,20,42.206614,-84.70704
2022-04-28 11:00:00,13750,53,24,175,14,8,12,39,44,19,24,42.564765,-84.587501
2022-04-28 12:00:00,13130,58,18,181,13,6,2,46,44,8,22,42.720485,-84.742028
2022-04-28 13:00:00,13820,54,7,183,13,7,14,31,40,12,28,42.193557,-83.769295
2022-04-28 14:00:00,13880,49,26,177,12,6,16,27,41,16,14,42.067286,-84.35032
2022-04-28 15:00:00,13080,51,16,181,13,7,7,35,39,16,25,42.397147,-84.782635
2022-04-28 16:00:00,13310,45,1,179,12,10,15,42,41,20,33,41.963414,-84.04055
2022-04-28 17:00:00,13500,54,15,178,14,9,10,34,33,16,20,42.085036,-83.77641
2022-04-28 18:00:00,13180,50,28,179,14,4,21,37,39,7,22,42.357013,-84.111442
2022-04-28 19:00:00,13760,49,18,168,14,7,19,43,40,23,20,42.096778,-83.879663
2022-04-28 20:00:00,13250,51,13,173,16,7,11,34,46,13,25,42.304688,-84.124072
2022-04-28 21:00:00,13870,54,18,180,14,8,18,32,39,6,21,42.781159,-84.545876
2022-04-28 22:00:00,13010,56,17,189,13,7,7,32,37,13,29,42.322234,-84.014481
2022-04-28 23:00:00,13700,50,13,177,13,3,10,29,33,13,22,42.281446,-83.970034
2022-04-29 00:00:00,13330,51,23,187,14,5,20,39,40,6,20,42.263622,-84.720929
2022-04-29 01:00:00,13060,52,9,187,14,6,17,29,47,7,38,42.362239,-84.426395
2022-04-29 02:00:00,13330,50,17,185,12,10,4,38,42,4,33,42.560935,-84.650427
2022-04-29 03:00:00,13790,53,13,175,14,8,6,51,44,14,22,42.066965,-83.940151
2022-04-29 05:00:00,13140,53,4,183,14,8,34,42,44,11,16,42.562858,-83.677295
2022-04-29 06:00:00,13840,55,19,192,13,9,8,37,41,19,24,42.198416,-84.219378
2022-04-29 07:00:00,13480,51,12,181,13,5,13,36,41,15,30,42.189727,-83.672314
2022-04-29 08:00:00,13570,50,13,180,13,6,15,33,49,11,21,42.492796,-84.202813
2022-04-29 09:00:00,13730,49,1,182,12,7,12,40,38,9,30,42.39711,-84.583678
2022-04-29 10:00:00,13190,52,10,175,13,4,17,31,45,10,29,42.202796,-84.267619
2022-04-29 11:00:00,13740,53,7,178,12,9,17,35,41,14,32,42.375726,-84.621513
2022-04-29 12:00:00,13310,57,0,173,16,7,9,42,31,6,21,42.253624,-84.423734
2022-04-29 13:00:00,13840,55,10,167,11,7,24,31,44,21,29,42.006907,-84.376151
2022-04-29 14:00:00,13170,49,12,176,13,6,21,45,45,6,25,41.853832,-84.021267
2022-04-29 15:00:00,13770,53,21,179,14,4,18,31,45,8,13,42.648518,-84.023778
2022-04-29 16:00:00,13510,47,0,189,13,6,23,35,39,17,19,42.12472,-83.749663
2022-04-29 17:00:00,13650,57,21,184,14,7,14,36,48,13,37,42.652887,-83.797896
2022-04-29 18:00:00,13990,55,20,179,14,10,18,34,39,13,20,42.17514,-84.115286
2022-04-29 19:00:00,13520,47,11,181,15,8,15,38,34,1,24,42.166693,-84.211605
2022-04-29 20:00:00,13290,50,23,187,16,7,16,24,48,18,27,42.274458,-84.444042
2022-04-29 21:00:00,13210,53,24,179,16,8,21,28,41,18,13,42.543056,-84.130915
2022-04-29 22:00:00,13350,51,16,179,15,5,19,38,34,13,23,41.951605,-84.068997
2022-04-29 23:00:00,13500,56,15,173,16,7,10,39,33,10,23,42.2122,-84.545485
2022-04-30 00:00:00,13070,51,15,186,15,7,15,32,42,6,36,41.833524,-84.495126
2022-04-30 02:00:00,13600,51,14,180,14,7,11,41,47,21,21,42.194485,-84.36044
2022-04-30 03:00:00,13360,54,15,187,13,9,17,24,38,15,25,42.448686,-84.224982
2022-04-30 04:00:00,13610,51,12,172,13,8,2,32,34,9,23,42.049371,-84.67367
2022-04-30 06:00:00,13610,50,6,190,14,6,9,49,40,15,17,42.698883,-84.487316
2022-04-30 07:00:00,13510,49,13,182,13,4,22,34,35,12,30,42.221058,-84.682932
2022-04-30 09:00:00,13490,55,6,180,14,7,15,35,43,10,19,42.096073,-84.375918
2022-04-30 10:00:00,13570,54,4,173,13,7,15,43,32,7,26,42.303879,-84.313582
2022-04-30 11:00:00,13950,52,31,170,16,7,8,33,48,14,16,42.616504,-84.704278
2022-04-30 12:00:00,13730,49,9,177,14,10,20,37,40,21,8,42.56508,-83.707531
2022-04-30 13:00:00,13140,56,6,182,13,4,25,37,44,3,34,42.171749,-83.96849
2022-04-30 14:00:00,13420,53,19,177,15,8,15,44,36,15,32,42.032871,-83.672599
2022-04-30 15:00:00,13150,52,8,176,11,9,22,33,40,22,32,42.390434,-84.022346
2022-04-30 16:00:00,13930,55,13,176,12,4,25,30,48,15,24,42.24901,-84.200246
2022-04-30 17:00:00,13240,50,16,174,13,8,24,32,46,15,27,42.781326,-83.942238
2022-04-30 18:00:00,13400,53,17,175,14,2,22,33,47,23,21,42.189083,-84.519497
2022-04-30 19:00:00,13000,56,13,170,13,7,26,30,34,16,28,42.554629,-84.098044
2022-04-30 20:00:00,13460,50,3,179,16,5,19,35,41,23,14,42.774284,-83.74348
2022-04-30 22:00:00,13230,58,11,181,13,5,10,36,36,22,18,42.272968,-83.742941
2022-04-30 23:00:00,13300,47,12,173,14,7,21,30,36,21,32,42.108781,-84.072258
2022-05-01 00:00:00,13520,56,29,175,14,7,17,29,40,14,22,42.05648,-84.537815
2022-05-01 01:00:00,13260,48,12,175,13,6,17,51,33,14,18,42.420516,-84.04164
2022-05-01 02:00:00,13240,55,13,183,14,6,23,35,39,13,22,42.421442,-84.31545
2022-05-01 03:00:00,13090,48,7,168,14,9,19,32,42,14,37,41.973441,-84.445535
2022-05-01 04:00:00,13100,53,8,177,15,5,15,34,48,3,23,42.191541,-83.800766
2022-05-01 05:00:00,13690,51,19,174,15,10,23,26,40,6,30,42.416712,-84.130615
2022-05-01 06:00:00,13240,56,19,183,13,3,16,38,36,12,20,42.25675,-84.246206
2022-05-01 07:00:00,13810,53,4,177,14,7,10,39,44,19,28,42.630155,-83.668041
2022-05-01 08:00:00,13400,52,13,188,15,8,9,35,40,2,27,42.176999,-84.801263
2022-05-01 09:00:00,13190,52,19,180,15,7,19,40,40,15,19,42.171174,-83.799885
2022-05-01 10:00:00,13710,56,13,184,12,10,14,42,46,15,40,42.632816,-84.773106
2022-05-01 11:00:00,13280,52,4,171,14,8,19,39,44,1,26,42.347304,-84.03161
2022-05-01 12:00:00,13500,48,17,181,12,5,17,34,34,13,27,42.547532,-84.669883
2022-05-01 13:00:00,13680,48,10,182,13,11,24,36,38,15,29,42.486429,-84.623897
2022-05-01 14:00:00,13690,46,16,185,13,3,24,39,42,16,32,42.592014,-84.363011
2022-05-01 15:00:00,13000,55,20,182,12,9,21,32,40,11,25,42.46636,-83.865855
2022-05-01 16:00:00,13760,53,7,182,12,1,17,39,43,17,25,42.225326,-84.31734
2022-05-01 17:00:00,13250,57,2,173,14,4,8,36,37,18,36,42.596376,-84.207512
2022-05-01 18:00:00,13860,50,15,172,14,8,21,35,43,10,22,42.4165,-83.703252
2022-05-01 19:00:00,13730,57,13,177,13,5,22,41,40,20,32,42.247987,-84.246874
2022-05-01 20:00:00,13390,56,3,186,13,6,26,40,39,13,17,42.606641,-84.758366
2022-05-01 21:00:00,13580,53,19,177,14,8,20,33,40,17,24,42.275431,-84.033832
2022-05-01 22:00:00,13660,61,5,172,14,4,22,51,35,6,25,42.41781,-84.60223
2022-05-01 23:00:00,13660,48,17,182,13,9,18,36,49,11,34,41.963271,-84.308155
2022-05-02 00:00:00,13410,46,11,176,14,4,14,42,42,17,27,42.223284,-83.700959
2022-05-02 01:00:00,13590,47,17,178,13,4,9,41,36,17,20,42.66635,-83.729944
2022-05-02 02:00:00,13010,53,12,176,14,5,20,38,43,19,25,42.627761,-84.086898
2022-05-02 03:00:00,13430,53,17,184,14,9,16,26,48,15,33,42.184243,-83.83643
2022-05-02 04:00:00,13120,60,13,179,12,6,18,32,41,5,40,42.193631,-84.134842
2022-05-02 05:00:00,13530,56,13,174,14,6,20,29,39,9,26,42.759911,-84.457881
2022-05-02 06:00:00,13690,52,18,173,12,10,17,43,44,9,14,42.045737,-83.788916
2022-05-02 07:00:00,13290,54,8,176,15,10,15,30,39,13,28,42.5595,-83.753577
2022-05-02 08:00:00,13450,52,8,174,13,8,18,39,45,11,24,42.708936,-83.886011
2022-05-02 09:00:00,13120,53,20,173,15,7,8,34,33,16,27,42.483388,-84.425317
2022-05-02 10:00:00,13880,60,6,180,12,4,21,42,38,8,22,42.460244,-84.71299
2022-05-02 11:00:00,13750,57,12,176,12,6,26,32,39,23,17,42.601559,-84.621481
2022-05-02 12:00:00,13510,53,15,178,13,7,22,42,48,18,27,42.53924,-83.560619
2022-05-02 13:00:00,13920,55,11,180,14,8,28,34,39,13,20,42.54189,-83.513879
2022-05-02 14:00:00,13280,52,10,173,11,6,19,26,41,23,34,42.277742,-83.459842
2022-05-02 15:00:00,13310,52,13,178,14,4,16,33,44,10,17,42.385186,-83.627485
2022-05-02 16:00:00,13610,60,13,175,12,4,22,50,35,17,26,42.203369,-83.427331
2022-05-02 17:00:00,13190,56,7,188,14,7,19,33,39,16,28,42.659973,-83.291459
2022-05-02 18:00:00,13160,61,11,184,14,8,24,37,41,13,22,42.634195,-83.284784
2022-05-02 19:00:00,13970,52,19,181,15,7,16,21,35,10,24,42.445085,-83.192903
2022-05-02 20:00:00,13690,53,15,184,14,7,23,42,41,11,27,42.485232,-83.27085
2022-05-02 21:00:00,13040,52,21,183,15,8,18,37,40,12,19,42.278585,-83.649497
2022-05-02 22:00:00,13550,53,13,193,12,3,15,40,36,9,26,42.526626,-83.328861
2022-05-02 23:00:00,13960,53,13,177,12,7,27,26,35,12,15,42.428037,-83.242104
2022-05-03 00:00:00,13000,55,17,179,14,3,12,50,42,16,25,42.553443,-83.683981
2022-05-03 01:00:00,13890,51,15,175,12,5,22,38,36,13,28,42.421667,-83.412664
2022-05-03 02:00:00,13880,50,13,177,14,10,3,38,45,21,24,42.541271,-83.420633
2022-05-03 03:00:00,13910,48,17,179,13,7,16,44,41,7,20,42.374521,-83.340343
2022-05-03 04:00:00,13370,52,4,173,12,4,14,37,37,12,20,42.320054,-83.673371
2022-05-03 05:00:00,13070,49,17,176,15,6,25,40,44,14,15,42.40043,-83.68663
2022-05-03 06:00:00,13730,54,6,181,13,5,17,38,46,17,19,42.641536,-83.290936
2022-05-03 07:00:00,13870,52,27,178,13,4,20,52,44,8,30,42.31846,-83.467291
2022-05-03 08:00:00,13340,54,10,178,14,7,28,33,41,4,25,42.68961,-83.310115
2022-05-03 09:00:00,13710,52,0,176,14,9,9,40,44,5,30,42.34956,-83.172264
2022-05-03 10:00:00,13610,55,15,184,14,10,20,31,43,18,28,42.461799,-83.156194
2022-05-03 11:00:00,13540,48,9,179,15,6,27,38,38,4,33,42.500504,-83.246142
2022-05-03 12:00:00,13130,57,9,176,13,8,17,35,45,11,27,42.332561,-83.419665
2022-05-03 13:00:00,13000,54,0,177,14,5,18,28,43,7,17,42.493519,-83.325339
2022-05-03 14:00:00,13180,55,6,183,13,8,9,27,33,11,25,42.573005,-83.26412
2022-05-03 15:00:00,13350,58,19,178,12,5,19,28,45,13,18,42.408532,-83.207986
2022-05-03 16:00:00,13970,53,11,178,13,3,16,34,47,9,31,42.391683,-83.393635
2022-05-03 17:00:00,13170,51,14,181,15,8,17,44,37,25,17,42.453625,-83.252568
2022-05-03 18:00:00,13300,51,22,175,13,3,10,32,37,5,28,42.5568,-83.24218
2022-05-03 20:00:00,13760,51,7,189,13,10,24,38,36,3,34,42.237845,-83.215437
2022-05-03 21:00:00,13640,50,10,182,13,9,16,30,36,10,17,42.694638,-83.589106
2022-05-03 22:00:00,13220,55,21,174,13,9,9,41,34,8,23,42.477244,-83.466561
2022-05-03 23:00:00,13570,53,19,178,15,2,26,32,38,7,31,42.471803,-83.588221
2022-05-04 00:00:00,13500,56,9,189,14,10,19,26,46,15,14,42.621372,-83.226729
2022-05-04 01:00:00,13430,53,11,185,12,9,20,40,43,15,25,42.553806,-83.312458
2022-05-04 02:00:00,13740,49,14,183,13,5,10,35,39,12,34,42.255941,-83.394487
2022-05-04 03:00:00,13930,53,8,175,14,6,8,37,38,3,28,42.579728,-83.544536
2022-05-04 04:00:00,13160,54,17,175,13,8,4,35,40,10,43,42.475849,-83.214037
2022-05-04 05:00:00,13630,60,5,181,13,6,11,36,34,11,16,42.600287,-83.428556
2022-05-04 06:00:00,13210,52,20,177,13,3,23,29,36,3,28,42.309842,-83.253253
2022-05-04 07:00:00,13020,53,14,179,12,5,15,45,44,20,26,42.572253,-83.52639
2022-05-04 08:00:00,13970,50,10,187,14,3,21,39,41,8,26,42.350296,-83.448575
2022-05-04 09:00:00,13820,54,4,183,13,11,14,33,40,9,25,42.303677,-83.319099
2022-05-04 10:00:00,13800,56,10,184,14,6,25,43,38,22,30,42.54452,-83.233305
2022-05-04 11:00:00,13680,54,3,192,14,6,11,41,47,3,26,42.258448,-83.174782
2022-05-04 12:00:00,13960,56,14,175,15,4,18,44,44,14,23,42.635065,-83.657273
2022-05-04 13:00:00,13790,51,10,184,14,9,15,42,28,7,20,42.283936,-83.715034
2022-05-04 14:00:00,13990,51,8,185,13,7,20,33,43,8,27,42.506517,-83.502853
2022-05-04 15:00:00,13260,53,19,174,13,6,26,44,37,12,23,42.312257,-83.537541
2022-05-04 16:00:00,13100,51,8,186,15,5,12,31,32,8,31,42.351501,-83.500344
2022-05-04 17:00:00,13120,54,14,170,12,6,19,25,41,16,25,42.606415,-83.175919
2022-05-04 18:00:00,13190,56,14,175,13,9,15,32,49,8,25,42.285213,-83.353273
2022-05-04 19:00:00,13540,50,10,189,15,6,16,32,44,3,25,42.440115,-83.663541
2022-05-04 20:00:00,13810,50,11,176,12,8,13,26,43,7,31,42.266276,-83.287501
2022-05-04 21:00:00,13710,47,6,179,13,5,16,40,43,14,22,42.334459,-83.224462
2022-05-04 22:00:00,13110,55,2,181,13,11,10,29,40,7,20,42.589099,-83.615993
2022-05-04 23:00:00,13730,55,13,185,16,6,19,36,37,17,25,42.289976,-83.535265
2022-05-05 00:00:00,13100,48,14,180,13,2,8,39,45,18,22,42.615456,-83.264058
2022-05-05 01:00:00,13080,46,14,181,14,9,18,25,43,15,15,42.238697,-83.526347
2022-05-05 02:00:00,13310,50,5,179,15,8,25,35,37,11,30,42.362526,-83.487214
2022-05-05 03:00:00,13090,51,13,185,13,6,17,38,36,6,22,42.592684,-83.435629
2022-05-05 04:00:00,13490,55,17,187,13,3,21,32,42,18,26,42.575448,-83.423977
2022-05-05 05:00:00,13470,54,16,181,14,5,20,38,41,12,26,42.236092,-83.571022
2022-05-05 06:00:00,13270,52,20,175,15,9,16,36,36,10,31,42.382055,-83.420274
2022-05-05 07:00:00,13830,53,8,187,13,7,15,32,39,17,19,42.354155,-83.413308
2022-05-05 08:00:00,13350,54,11,177,14,5,29,43,48,8,29,42.505476,-83.222396
2022-05-05 09:00:00,13290,54,18,179,12,4,18,40,40,6,32,42.411263,-83.156118
2022-05-05 10:00:00,13840,54,6,181,13,6,7,41,40,23,21,42.362794,-83.154494
2022-05-05 11:00:00,13180,52,14,183,13,3,26,39,41,1,11,42.26299,-83.353961
2022-05-05 12:00:00,13450,51,4,177,15,5,23,42,37,13,20,42.201682,-83.568917
2022-05-05 14:00:00,13010,51,17,176,13,5,20,30,43,12,23,42.360287,-83.546642
2022-05-05 15:00:00,13310,54,7,176,13,5,9,32,37,13,25,42.530603,-83.185251
2022-05-05 16:00:00,13240,50,21,182,12,8,16,44,34,10,23,42.578636,-83.617703
2022-05-05 17:00:00,13690,49,15,181,14,7,11,39,42,8,21,42.443709,-83.446706
2022-05-05 18:00:00,14000,59,12,177,15,7,13,33,36,4,22,42.680507,-83.287439
2022-05-05 19:00:00,13950,55,8,184,13,11,16,34,45,16,28,42.287998,-83.452312
2022-05-05 20:00:00,13390,47,21,179,13,5,11,37,48,9,28,42.347525,-83.201177
2022-05-05 22:00:00,13750,51,16,176,14,3,6,38,39,8,27,42.626242,-83.348266
2022-05-05 23:00:00,13900,49,4,175,13,6,17,46,39,12,33,42.570779,-83.357055
2022-05-06 00:00:00,13970,55,9,167,14,9,25,50,46,6,24,42.663732,-83.346134
2022-05-06 01:00:00,13080,49,16,181,12,10,16,31,46,14,18,42.535258,-83.702574
2022-05-06 02:00:00,13180,50,16,184,14,4,19,49,32,24,17,42.546487,-83.550165
2022-05-06 03:00:00,13230,58,22,186,15,4,22,41,38,18,24,42.550338,-83.628869
2022-05-06 04:00:00,13150,53,7,176,14,7,15,44,43,9,29,42.24473,-83.325252
2022-05-06 05:00:00,13310,54,10,180,13,9,17,28,44,7,20,42.6839,-83.303744
2022-05-06 06:00:00,13140,52,9,185,14,3,19,37,44,21,18,42.581325,-83.482403
2022-05-06 07:00:00,13360,54,19,184,13,6,9,35,41,20,24,42.293336,-83.538202
